OrderID,CustomerID,OrderDate,ProductType,OrderValue
ORDER00500,CUST0040,10/1/2025,Photo Book,25.61
ORDER00827,CUST0242,10/1/2025,Business Card,12.68
ORDER00526,CUST0235,10/2/2025,Flyer,9.66
ORDER00872,CUST0161,10/2/2025,Business Card,12.82
ORDER00085,CUST0136,10/3/2025,Business Card,11.02
ORDER00251,CUST0128,10/3/2025,Business Card,11.96
ORDER00292,CUST0173,10/3/2025,Greeting Card,5.99
ORDER00794,CUST0264,10/3/2025,Photo Book,26.01
ORDER00577,CUST0033,10/4/2025,Greeting Card,5.71
ORDER00617,CUST0060,10/4/2025,Canvas Print,45.44
ORDER00056,CUST0039,10/5/2025,Photo Book,28.54
ORDER00168,CUST0257,10/5/2025,Business Card,13.64
ORDER00285,CUST0287,10/5/2025,Greeting Card,5.64
ORDER00504,CUST0056,10/5/2025,Flyer,10.48
ORDER00813,CUST0282,10/5/2025,Photo Book,27.4
ORDER00476,CUST0098,10/6/2025,Photo Book,25.68
ORDER00730,CUST0207,10/6/2025,Business Card,12.24
ORDER00784,CUST0010,10/6/2025,Flyer,10.71
ORDER00364,CUST0059,10/7/2025,Poster,14.41
ORDER00394,CUST0039,10/7/2025,Poster,12.83
ORDER00404,CUST0251,10/7/2025,Business Card,12.64
ORDER00565,CUST0120,10/7/2025,Poster,14.37
ORDER00621,CUST0079,10/7/2025,Photo Book,21.48
ORDER00734,CUST0293,10/7/2025,Photo Book,23.87
ORDER00211,CUST0291,10/8/2025,Canvas Print,42.84
ORDER00020,CUST0137,10/9/2025,Greeting Card,5.82
ORDER00099,CUST0148,10/9/2025,Business Card,10.04
ORDER00029,CUST0286,10/10/2025,Greeting Card,5.28
ORDER00096,CUST0299,10/10/2025,Flyer,10.66
ORDER00054,CUST0104,10/11/2025,Flyer,10.36
ORDER00136,CUST0291,10/11/2025,Canvas Print,33.24
ORDER00243,CUST0053,10/11/2025,Flyer,8.14
ORDER00261,CUST0201,10/11/2025,Business Card,11.73
ORDER00438,CUST0226,10/11/2025,Flyer,10.67
ORDER00636,CUST0009,10/11/2025,Flyer,11.29
ORDER00853,CUST0218,10/11/2025,Greeting Card,4.44
ORDER00797,CUST0064,10/12/2025,Photo Book,29.41
ORDER00172,CUST0211,10/13/2025,Poster,13
ORDER00650,CUST0011,10/13/2025,Flyer,11.31
ORDER00690,CUST0204,10/13/2025,Greeting Card,5.52
ORDER00763,CUST0240,10/13/2025,Poster,12.43
ORDER00002,CUST0161,10/14/2025,Poster,13.71
ORDER00239,CUST0293,10/14/2025,Greeting Card,5.1
ORDER00291,CUST0237,10/14/2025,Greeting Card,4.4
ORDER00340,CUST0131,10/14/2025,Poster,14.5
ORDER00461,CUST0099,10/14/2025,Poster,13.32
ORDER00421,CUST0177,10/15/2025,Business Card,13.77
ORDER00867,CUST0090,10/15/2025,Business Card,12.06
ORDER00950,CUST0071,10/15/2025,Business Card,13.79
ORDER00953,CUST0036,10/15/2025,Business Card,13.48
ORDER00075,CUST0005,10/16/2025,Poster,12.27
ORDER00744,CUST0117,10/16/2025,Greeting Card,5
ORDER00140,CUST0090,10/17/2025,Business Card,10.69
ORDER00246,CUST0202,10/17/2025,Flyer,10.05
ORDER00834,CUST0185,10/17/2025,Poster,15.15
ORDER00390,CUST0131,10/19/2025,Photo Book,25.65
ORDER00377,CUST0137,10/20/2025,Business Card,13.57
ORDER00423,CUST0142,10/20/2025,Business Card,12.71
ORDER00558,CUST0242,10/20/2025,Canvas Print,35.42
ORDER00878,CUST0245,10/20/2025,Poster,17.47
ORDER00999,CUST0160,10/21/2025,Poster,15.43
ORDER00482,CUST0195,10/22/2025,Greeting Card,5.66
ORDER00541,CUST0013,10/22/2025,Poster,17.39
ORDER00699,CUST0022,10/22/2025,Poster,13.61
ORDER00686,CUST0262,10/23/2025,Photo Book,23.37
ORDER00746,CUST0066,10/23/2025,Flyer,10.14
ORDER00132,CUST0137,10/24/2025,Business Card,9.92
ORDER00181,CUST0078,10/24/2025,Business Card,11.59
ORDER00014,CUST0265,10/25/2025,Canvas Print,45.9
ORDER00063,CUST0111,10/25/2025,Poster,13.31
ORDER00122,CUST0297,10/25/2025,Photo Book,26.95
ORDER00252,CUST0224,10/25/2025,Flyer,10.09
ORDER00359,CUST0200,10/25/2025,Canvas Print,34.54
ORDER00830,CUST0299,10/25/2025,Photo Book,25.64
ORDER00559,CUST0219,10/26/2025,Greeting Card,4.03
ORDER00648,CUST0166,10/26/2025,Canvas Print,39.36
ORDER00899,CUST0102,10/28/2025,Business Card,14.34
ORDER00038,CUST0237,10/29/2025,Poster,17.9
ORDER00631,CUST0222,10/29/2025,Greeting Card,4.86
ORDER00313,CUST0098,10/30/2025,Poster,15.79
ORDER00420,CUST0065,10/30/2025,Flyer,9.48
ORDER00619,CUST0093,10/30/2025,Business Card,10.7
ORDER00720,CUST0082,10/30/2025,Flyer,8.12
ORDER00890,CUST0213,10/30/2025,Photo Book,23.33
ORDER00941,CUST0002,10/30/2025,Business Card,11.74
