OrderID,CustomerID,OrderDate,ProductType,OrderValue
ORDER00378,CUST0176,9/1/2025,Canvas Print,34.08
ORDER00772,CUST0231,9/1/2025,Photo Book,20.2
ORDER00792,CUST0133,9/1/2025,Greeting Card,5.56
ORDER00043,CUST0104,9/2/2025,Canvas Print,32.64
ORDER00187,CUST0166,9/2/2025,Canvas Print,45.37
ORDER00248,CUST0120,9/3/2025,Photo Book,27.55
ORDER00425,CUST0146,9/3/2025,Business Card,13.22
ORDER00798,CUST0284,9/3/2025,Canvas Print,46.64
ORDER00018,CUST0069,9/4/2025,Poster,16.17
ORDER00068,CUST0038,9/5/2025,Business Card,10.97
ORDER00294,CUST0122,9/5/2025,Photo Book,20.02
ORDER00424,CUST0158,9/6/2025,Business Card,13.42
ORDER00741,CUST0096,9/6/2025,Canvas Print,45.49
ORDER00956,CUST0172,9/6/2025,Canvas Print,37.98
ORDER00653,CUST0102,9/7/2025,Poster,16.64
ORDER00716,CUST0119,9/7/2025,Business Card,10.19
ORDER00894,CUST0199,9/7/2025,Flyer,9.13
ORDER00381,CUST0223,9/8/2025,Greeting Card,5.14
ORDER00778,CUST0066,9/8/2025,Canvas Print,46.05
ORDER00025,CUST0060,9/9/2025,Business Card,10.42
ORDER00402,CUST0170,9/9/2025,Business Card,10.89
ORDER00534,CUST0082,9/9/2025,Canvas Print,44.17
ORDER00191,CUST0131,9/10/2025,Flyer,9.78
ORDER00735,CUST0004,9/10/2025,Canvas Print,46.51
ORDER00940,CUST0146,9/10/2025,Photo Book,28.26
ORDER00050,CUST0143,9/11/2025,Canvas Print,41.96
ORDER00380,CUST0082,9/11/2025,Flyer,11.47
ORDER00695,CUST0251,9/11/2025,Canvas Print,44.06
ORDER00323,CUST0148,9/12/2025,Business Card,11.9
ORDER00647,CUST0095,9/12/2025,Business Card,13.82
ORDER00661,CUST0160,9/12/2025,Poster,14.35
ORDER00846,CUST0157,9/12/2025,Flyer,9.49
ORDER00184,CUST0113,9/13/2025,Flyer,8.59
ORDER00197,CUST0288,9/13/2025,Greeting Card,4.06
ORDER00441,CUST0052,9/13/2025,Photo Book,25.44
ORDER00952,CUST0298,9/13/2025,Photo Book,22.16
ORDER00434,CUST0198,9/14/2025,Flyer,9.87
ORDER00869,CUST0192,9/14/2025,Flyer,11.99
ORDER00041,CUST0296,9/15/2025,Poster,17.35
ORDER00938,CUST0106,9/15/2025,Business Card,13.18
ORDER00995,CUST0149,9/15/2025,Poster,13.46
ORDER00385,CUST0159,9/16/2025,Business Card,11.41
ORDER00620,CUST0008,9/16/2025,Canvas Print,47.3
ORDER00391,CUST0293,9/17/2025,Canvas Print,46.88
ORDER00966,CUST0271,9/17/2025,Poster,17.31
ORDER00351,CUST0012,9/18/2025,Greeting Card,4.47
ORDER00358,CUST0198,9/18/2025,Business Card,11.53
ORDER00512,CUST0168,9/18/2025,Business Card,10.39
ORDER00222,CUST0161,9/19/2025,Photo Book,27.35
ORDER00984,CUST0202,9/19/2025,Photo Book,23.45
ORDER00229,CUST0188,9/20/2025,Greeting Card,5.71
ORDER00487,CUST0025,9/20/2025,Business Card,13.92
ORDER00496,CUST0176,9/20/2025,Greeting Card,4.48
ORDER00238,CUST0261,9/21/2025,Greeting Card,5.49
ORDER00408,CUST0274,9/21/2025,Photo Book,23.85
ORDER00848,CUST0086,9/21/2025,Greeting Card,5.25
ORDER00982,CUST0060,9/21/2025,Photo Book,22.97
ORDER00097,CUST0283,9/22/2025,Greeting Card,5.6
ORDER00154,CUST0177,9/22/2025,Photo Book,26.46
ORDER00623,CUST0174,9/22/2025,Poster,13.35
ORDER00113,CUST0133,9/23/2025,Canvas Print,33.85
ORDER00046,CUST0179,9/24/2025,Greeting Card,4.48
ORDER00515,CUST0059,9/25/2025,Flyer,11.79
ORDER00683,CUST0106,9/25/2025,Canvas Print,36.05
ORDER00811,CUST0293,9/25/2025,Business Card,12.51
ORDER00011,CUST0084,9/26/2025,Flyer,10.95
ORDER00170,CUST0141,9/26/2025,Greeting Card,5.12
ORDER00598,CUST0236,9/26/2025,Flyer,9.98
ORDER00951,CUST0241,9/26/2025,Poster,16.97
ORDER01000,CUST0011,9/28/2025,Flyer,11.94
ORDER00796,CUST0001,9/30/2025,Photo Book,23.25
ORDER00801,CUST0175,9/30/2025,Poster,17.86
ORDER00970,CUST0170,9/30/2025,Business Card,9.66
ORDER00976,CUST0293,9/30/2025,Business Card,11.95
